date,platform,campaign_type,industry,country,impressions,clicks,ad_spend,conversions,revenue
2024-02-29,Google Ads,Search,Healthcare,USA,34802,1708,4953.2,72,6827.25
2024-02-29,Meta Ads,Display,Healthcare,Germany,148463,4810,10149.1,286,68709.26
2024-02-29,Google Ads,Display,Fintech,Canada,44140,2101,2206.05,55,6735.72
2024-02-29,TikTok Ads,Search,Fintech,Canada,138025,9192,5882.88,420,38810.35
2024-02-29,TikTok Ads,Search,EdTech,Australia,71883,2077,3551.67,87,12811.32
2024-03-01,TikTok Ads,Shopping,E-commerce,UK,91795,3800,4636.0,157,24815.09
2024-03-01,Google Ads,Search,E-commerce,Germany,86678,2158,3129.1,163,27708.88
2024-03-01,TikTok Ads,Display,SaaS,Australia,61232,2951,2213.25,51,15061.62
2024-03-01,TikTok Ads,Shopping,SaaS,UAE,125354,6179,2162.65,259,9238.12
2024-03-01,Meta Ads,Video,Fintech,Australia,122974,2939,5437.15,91,26004.98
2024-03-02,Google Ads,Shopping,SaaS,India,69839,1620,2041.2,80,22785.52
2024-03-03,Google Ads,Search,Fintech,UK,51566,1531,2128.09,112,6716.48
2024-03-03,Google Ads,Shopping,Fintech,Canada,166215,9158,6593.76,112,29121.09
2024-03-03,TikTok Ads,Shopping,SaaS,UAE,191443,6872,11476.24,422,108198.8
2024-03-03,Google Ads,Video,Healthcare,Germany,76442,2392,3922.88,160,14390.19
2024-03-03,Meta Ads,Shopping,Fintech,UAE,161408,1581,1754.91,51,6128.54
2024-03-03,Meta Ads,Display,EdTech,UK,160478,4413,4501.26,82,13362.88
2024-03-04,Google Ads,Video,E-commerce,UAE,99410,4195,3481.85,196,56004.19
2024-03-04,Meta Ads,Video,SaaS,UAE,113447,1826,3158.98,24,4477.79
2024-03-04,Meta Ads,Video,Healthcare,USA,180259,2072,2838.64,136,10032.66
2024-03-05,Google Ads,Shopping,SaaS,UAE,7642,202,682.76,11,1542.21
2024-03-05,Meta Ads,Search,Fintech,UK,187461,2511,4268.7,189,16540.06
2024-03-05,TikTok Ads,Display,E-commerce,Canada,196312,12642,16181.76,584,148695.91
2024-03-05,Meta Ads,Search,Healthcare,USA,88904,1724,1724.0,59,8894.16
2024-03-06,Meta Ads,Shopping,Healthcare,UAE,58682,1748,2604.52,84,12746.65
2024-03-06,Google Ads,Search,SaaS,India,6044,146,164.98,5,611.36
2024-03-06,Meta Ads,Video,EdTech,USA,104976,1238,1881.76,16,4162.98
2024-03-06,Meta Ads,Shopping,EdTech,Germany,171797,5153,2782.62,255,52673.17
2024-03-06,Google Ads,Shopping,Healthcare,UK,185903,4647,13755.12,342,58276.63
2024-03-06,TikTok Ads,Shopping,Healthcare,UK,60114,4917,6637.95,279,15410.94
2024-03-06,Meta Ads,Search,Healthcare,Australia,132390,2780,2807.8,133,39444.5
2024-03-06,Google Ads,Shopping,SaaS,UAE,193326,12334,15787.52,715,196162.94
2024-03-07,Google Ads,Search,EdTech,UK,87152,3599,9465.37,127,25958.5
2024-03-07,Meta Ads,Display,Healthcare,Australia,92793,1261,466.57,80,13024.34
2024-03-07,TikTok Ads,Display,Healthcare,Australia,186782,14270,15411.6,931,224929.42
2024-03-07,Meta Ads,Display,Fintech,India,161764,2652,2625.48,76,16956.51
2024-03-07,Google Ads,Shopping,E-commerce,USA,20718,426,1128.9,22,1505.14
2024-03-08,Meta Ads,Video,SaaS,Canada,46850,983,1553.14,38,10968.52
2024-03-08,TikTok Ads,Shopping,SaaS,USA,44405,1953,2988.09,22,6030.56
2024-03-08,Google Ads,Search,SaaS,USA,185923,7827,28803.36,215,61106.18
2024-03-08,Google Ads,Search,E-commerce,Canada,22414,472,1184.72,34,7160.99
2024-03-09,Google Ads,Shopping,E-commerce,USA,10039,501,1147.29,36,4805.52
2024-03-09,Google Ads,Video,EdTech,Australia,92340,2502,4903.92,153,27593.24
2024-03-09,Meta Ads,Display,E-commerce,Canada,17438,371,604.73,19,902.7
2024-03-09,Meta Ads,Video,SaaS,Australia,79266,2425,1746.0,104,20287.27
2024-03-10,Google Ads,Video,Fintech,India,93302,4058,3286.98,50,14861.71
2024-03-10,Google Ads,Search,Healthcare,UK,8880,216,444.96,6,1186.19
2024-03-10,TikTok Ads,Search,E-commerce,Australia,179818,11724,12075.72,880,242039.99
2024-03-10,Google Ads,Shopping,SaaS,Australia,71107,2936,7839.12,215,26952.54
2024-03-10,Google Ads,Display,Fintech,Australia,197459,5667,20174.52,105,17723.39
2024-03-10,Meta Ads,Search,EdTech,Australia,23123,286,346.06,3,585.7
2024-03-10,Meta Ads,Shopping,E-commerce,Canada,149532,5069,12114.91,397,95392.09
2024-03-11,Google Ads,Video,SaaS,Canada,183448,8053,16750.24,351,74979.38
2024-03-11,Google Ads,Video,Fintech,USA,89845,2605,4532.7,155,14107.55
2024-03-11,TikTok Ads,Display,SaaS,UK,165232,7617,5865.09,601,102707.85
2024-03-11,Google Ads,Shopping,Healthcare,Germany,179342,4071,9200.46,195,30682.52
2024-03-11,Google Ads,Video,Fintech,UK,41388,964,2930.56,72,19679.4
2024-03-11,Google Ads,Video,SaaS,UAE,122784,6237,16777.53,134,15407.61
2024-03-11,Meta Ads,Display,Healthcare,UAE,107326,2436,1875.72,84,5936.35
2024-03-12,TikTok Ads,Video,Fintech,Germany,109205,4499,3779.16,49,13660.38
2024-03-12,Google Ads,Shopping,Fintech,Australia,155033,5782,12546.94,248,71470.23
2024-03-12,Google Ads,Video,SaaS,India,112399,3585,11149.35,91,20140.14
2024-03-12,Google Ads,Shopping,Fintech,Germany,92943,5037,11383.62,232,64994.16
2024-03-12,Meta Ads,Shopping,Healthcare,Canada,199650,4152,3238.56,165,10558.75
2024-03-13,Meta Ads,Search,E-commerce,USA,140566,5046,3128.52,384,59980.19
2024-03-13,Meta Ads,Shopping,Fintech,UAE,156043,4478,5955.74,193,22322.38
2024-03-14,TikTok Ads,Search,EdTech,USA,154092,8860,10366.2,246,23706.53
2024-03-14,Google Ads,Display,E-commerce,Canada,32160,1186,1589.24,12,1927.71
2024-03-14,TikTok Ads,Search,EdTech,India,24504,899,1276.58,41,3721.4
2024-03-14,Google Ads,Video,E-commerce,India,37135,1006,1931.52,62,17772.87
2024-03-15,TikTok Ads,Shopping,E-commerce,Canada,120016,3336,4436.88,43,5864.19
2024-03-15,Meta Ads,Search,EdTech,Germany,117529,4266,4393.98,308,62119.33
2024-03-15,Meta Ads,Search,Fintech,UK,98740,1589,3321.01,47,5063.31
2024-03-15,Google Ads,Display,Healthcare,India,157270,5535,5535.0,356,86412.59
2024-03-16,Meta Ads,Search,SaaS,UK,52779,596,649.64,35,3583.95
2024-03-16,Meta Ads,Shopping,EdTech,USA,196112,2647,3996.97,187,16387.67
2024-03-17,TikTok Ads,Search,Healthcare,India,132992,7926,5072.64,553,41271.28
2024-03-17,Google Ads,Display,E-commerce,Germany,94506,3269,5099.64,193,7342.38
2024-03-17,Meta Ads,Display,E-commerce,Australia,104714,1015,943.95,78,20952.03
2024-03-17,Meta Ads,Video,SaaS,India,22878,619,625.19,43,8615.57
2024-03-17,Meta Ads,Shopping,E-commerce,Germany,57784,907,1097.47,54,2856.1
2024-03-17,Meta Ads,Display,E-commerce,Canada,52838,660,1174.8,14,2258.16
2024-03-17,Google Ads,Search,Fintech,Germany,138154,9518,21129.96,534,24562.44
2024-03-17,Meta Ads,Shopping,EdTech,UAE,108726,2968,6885.76,49,2393.62
2024-03-17,Google Ads,Shopping,E-commerce,Germany,30118,951,3119.28,30,2408.76
2024-03-18,Google Ads,Shopping,Fintech,India,116451,3388,11485.32,188,28791.61
2024-03-18,Google Ads,Video,E-commerce,Australia,74098,1911,5446.35,91,9234.96
2024-03-19,TikTok Ads,Search,Healthcare,Germany,169512,9475,13359.75,203,26995.02
2024-03-19,Meta Ads,Video,Healthcare,UK,102148,1205,1578.55,59,17697.95
2024-03-19,Google Ads,Shopping,Healthcare,Canada,184081,5135,11194.3,96,24545.05
2024-03-19,TikTok Ads,Search,Fintech,India,92030,6267,3634.86,136,11204.78
2024-03-20,Meta Ads,Shopping,Fintech,Canada,14705,363,341.22,4,738.37
2024-03-20,Meta Ads,Shopping,Fintech,Australia,25243,580,1148.4,13,3883.09
2024-03-20,TikTok Ads,Video,SaaS,USA,191380,8171,4085.5,572,155778.92
2024-03-21,TikTok Ads,Display,SaaS,Canada,108196,5334,5280.66,289,27408.56
2024-03-21,Google Ads,Video,E-commerce,USA,134198,2670,8410.5,71,14769.75
2024-03-21,Meta Ads,Search,SaaS,India,198074,5783,3527.63,263,60037.86
2024-03-21,Google Ads,Display,Healthcare,Canada,77964,2915,9852.7,161,14283.0
2024-03-21,Meta Ads,Shopping,EdTech,Canada,119731,2969,1662.64,47,11619.48
2024-03-21,Meta Ads,Shopping,EdTech,Germany,160091,4210,4504.7,322,62914.38
2024-03-21,TikTok Ads,Video,EdTech,India,5497,231,318.78,18,4467.32
2024-03-22,Google Ads,Display,E-commerce,Australia,39542,1209,2236.65,42,7992.11
2024-03-22,Meta Ads,Video,SaaS,Canada,168402,5237,4451.45,188,43774.92
2024-03-22,Google Ads,Display,SaaS,Germany,65985,1445,1184.9,63,4237.85
2024-03-22,Meta Ads,Video,Fintech,Germany,84737,1415,863.15,67,10044.57
2024-03-22,TikTok Ads,Video,SaaS,Canada,49390,3368,5557.2,195,57395.9
2024-03-22,TikTok Ads,Shopping,Fintech,UK,40308,3853,4199.77,291,33059.93
2024-03-23,Google Ads,Display,Fintech,India,47879,1149,3515.94,25,3124.11
2024-03-23,Google Ads,Display,SaaS,India,150465,5311,16623.43,295,57602.12
2024-03-23,Meta Ads,Display,Fintech,UK,63676,1757,2038.12,137,8830.01
2024-03-23,Meta Ads,Video,SaaS,UK,28593,694,1096.52,7,2098.0
2024-03-23,TikTok Ads,Search,Healthcare,USA,131385,6910,2349.4,206,6729.96
2024-03-24,Google Ads,Shopping,Fintech,India,94242,5466,9128.22,100,6794.77
2024-03-24,Google Ads,Video,EdTech,Canada,185523,6029,8320.02,252,12404.91
2024-03-24,Google Ads,Shopping,EdTech,UAE,26529,1106,1968.68,78,2995.39
2024-03-24,Google Ads,Display,EdTech,Australia,96087,3238,9843.52,45,7783.0
2024-03-25,Google Ads,Video,Fintech,USA,173102,4414,15007.6,341,52487.34
2024-03-25,TikTok Ads,Display,E-commerce,UK,85522,3378,1182.3,167,30312.31
2024-03-25,Google Ads,Video,E-commerce,Germany,146428,2796,6263.04,164,33829.22
2024-03-25,Google Ads,Shopping,E-commerce,UK,142045,9161,21894.79,525,131680.16
2024-03-26,TikTok Ads,Video,SaaS,UAE,99457,5808,9292.8,80,12231.1
2024-03-26,TikTok Ads,Shopping,SaaS,Germany,93478,5786,2430.12,272,27905.19
2024-03-26,Google Ads,Display,Fintech,India,161434,6328,4872.56,263,25426.86
2024-03-26,Google Ads,Video,EdTech,Germany,162883,8974,21358.12,292,80812.08
2024-03-26,Meta Ads,Shopping,Fintech,India,115003,2921,1168.4,36,4203.19
2024-03-27,Meta Ads,Search,Fintech,UAE,178063,1851,832.95,64,7044.13
2024-03-27,TikTok Ads,Search,SaaS,UK,10209,314,562.06,13,3231.96
2024-03-27,Google Ads,Video,EdTech,UK,109672,2675,6821.25,50,11521.03
2024-03-27,Google Ads,Shopping,EdTech,Canada,140607,6397,9147.71,393,82224.93
2024-03-27,Meta Ads,Video,Fintech,Canada,61387,1608,3360.72,96,12312.27
2024-03-27,Google Ads,Display,Fintech,USA,129679,5848,8655.04,158,32419.87
2024-03-27,Meta Ads,Search,Fintech,India,176656,2897,5417.39,86,23130.95
2024-03-27,Meta Ads,Video,Fintech,Germany,94786,2682,4023.0,155,6510.51
2024-03-28,Meta Ads,Video,Fintech,UAE,103162,1485,1440.45,35,5899.5
2024-03-28,Meta Ads,Shopping,E-commerce,Australia,124870,2622,4404.96,140,13095.31
2024-03-28,Meta Ads,Search,Fintech,UK,196595,2614,993.32,28,6376.7
2024-03-28,TikTok Ads,Search,E-commerce,Australia,24854,1106,1260.84,38,8735.32
2024-03-29,Google Ads,Shopping,SaaS,UK,118985,4545,14680.35,259,58417.12
2024-03-29,Meta Ads,Display,Healthcare,USA,113668,2864,4496.48,81,6109.21
2024-03-29,TikTok Ads,Video,EdTech,Australia,134132,4694,3849.08,306,52932.5
2024-03-29,Google Ads,Display,Healthcare,USA,79843,2427,3470.61,127,27833.99
2024-03-29,Google Ads,Shopping,Fintech,Australia,165805,9832,27136.32,509,143237.84
2024-03-30,Google Ads,Video,Healthcare,Canada,65282,1723,3290.93,64,16624.45
2024-03-30,Meta Ads,Shopping,E-commerce,USA,11083,193,160.19,11,912.82
2024-03-30,TikTok Ads,Shopping,SaaS,India,37646,1874,2061.4,144,16795.87
2024-03-30,TikTok Ads,Display,SaaS,India,15739,1205,554.3,60,6092.69
2024-03-30,Google Ads,Video,Fintech,UAE,81303,4154,8100.3,121,35667.19
2024-03-30,TikTok Ads,Video,Healthcare,India,98386,7556,2644.6,385,43735.3
2024-03-30,Google Ads,Search,Fintech,Canada,120431,6262,17345.74,188,8830.89
2024-03-30,Google Ads,Search,SaaS,Germany,66402,2695,5012.7,199,14266.46
2024-03-30,Google Ads,Search,SaaS,UK,23936,1211,3269.7,49,7236.18
2024-03-31,Meta Ads,Display,Fintech,Canada,151295,2163,3417.54,85,3173.67
2024-04-01,Meta Ads,Display,SaaS,India,151864,4358,7365.02,175,45340.29
2024-04-01,TikTok Ads,Video,Healthcare,USA,115310,3205,3333.2,134,14521.43
2024-04-01,Meta Ads,Search,E-commerce,UK,91332,3762,2445.3,125,31285.11
2024-04-01,Meta Ads,Search,Healthcare,Australia,8877,230,174.8,9,1921.06
2024-04-01,TikTok Ads,Display,EdTech,Australia,116561,4231,4231.0,172,42291.58
2024-04-01,TikTok Ads,Display,EdTech,Canada,30226,1196,1746.16,12,2625.21
2024-04-01,TikTok Ads,Shopping,E-commerce,Australia,41200,1763,3138.14,101,27614.2
2024-04-01,Meta Ads,Video,Fintech,Germany,59376,564,360.96,25,4065.83
2024-04-02,Meta Ads,Display,Fintech,Canada,21309,432,717.12,15,4449.98
2024-04-02,Google Ads,Video,SaaS,USA,31855,1411,2398.7,60,3201.45
2024-04-02,Google Ads,Shopping,EdTech,UAE,119183,5041,17038.58,121,25438.17
2024-04-03,TikTok Ads,Display,EdTech,UK,122192,4398,4354.02,348,64414.08
2024-04-03,Meta Ads,Video,SaaS,UAE,172517,3191,5775.71,96,13225.69
2024-04-03,TikTok Ads,Shopping,SaaS,Australia,68815,3172,2505.88,76,2602.57
2024-04-03,Google Ads,Display,EdTech,India,169575,3730,10108.3,284,8952.89
2024-04-03,Meta Ads,Search,SaaS,India,62603,1396,2094.0,17,2988.24
2024-04-03,Google Ads,Shopping,E-commerce,Australia,112992,2802,8406.0,124,7395.68
2024-04-04,Google Ads,Shopping,SaaS,India,111661,3930,3301.2,310,21226.88
2024-04-04,TikTok Ads,Video,E-commerce,Australia,145148,5762,8585.38,213,10475.22
2024-04-04,Meta Ads,Search,Healthcare,India,156317,5924,4206.04,464,64623.96
2024-04-04,Google Ads,Search,Healthcare,Australia,84303,4417,13781.04,100,20354.89
2024-04-04,Google Ads,Search,EdTech,Germany,161215,5948,13501.96,439,105685.25
2024-04-04,Meta Ads,Video,EdTech,USA,90818,3287,2629.6,123,11242.68
2024-04-04,TikTok Ads,Search,SaaS,UK,45382,2246,3571.14,46,2662.9
2024-04-04,TikTok Ads,Search,SaaS,UK,199291,16660,19325.6,1016,207611.26
2024-04-04,TikTok Ads,Search,SaaS,UAE,57448,2338,1169.0,143,25654.56
2024-04-04,Meta Ads,Shopping,E-commerce,UK,26637,479,397.57,35,1488.52
2024-04-04,Meta Ads,Display,Fintech,Australia,42606,1495,1151.15,96,14890.27
2024-04-05,TikTok Ads,Search,EdTech,UAE,92939,5176,3416.16,388,96298.69
2024-04-05,TikTok Ads,Video,EdTech,India,159813,7575,6817.5,319,35965.7
2024-04-05,Meta Ads,Display,EdTech,USA,69892,2851,2223.78,52,11407.42
2024-04-05,Google Ads,Video,SaaS,Canada,177115,8005,23214.5,460,108688.43
2024-04-05,TikTok Ads,Display,SaaS,Canada,132081,10051,7136.21,229,62261.45
2024-04-05,Meta Ads,Shopping,E-commerce,UK,43148,979,1086.69,71,7719.69
2024-04-05,Google Ads,Display,Healthcare,Australia,91814,2607,6465.36,129,25405.84
2024-04-05,Meta Ads,Video,Fintech,UAE,103576,1263,593.61,22,5190.25
2024-04-05,Meta Ads,Video,E-commerce,Germany,131230,2139,4769.97,105,24738.73
2024-04-05,TikTok Ads,Shopping,Healthcare,UAE,184065,6350,8509.0,273,39093.51
2024-04-05,Google Ads,Display,Healthcare,India,175949,7108,17343.52,75,22062.99
2024-04-06,TikTok Ads,Search,SaaS,Australia,108247,6971,4112.89,517,139391.79
2024-04-06,TikTok Ads,Video,Fintech,Germany,118135,8151,5624.19,428,64189.34
2024-04-06,TikTok Ads,Video,EdTech,Germany,60438,5554,7997.76,286,35506.6
2024-04-06,Meta Ads,Video,Fintech,USA,95930,1554,1118.88,62,5774.95
2024-04-06,Google Ads,Search,SaaS,Canada,86689,3727,4323.32,276,76876.24
2024-04-07,TikTok Ads,Display,Healthcare,UAE,131678,8374,7620.34,505,29682.01
2024-04-07,Meta Ads,Shopping,Fintech,UK,49261,724,448.88,31,1397.37
2024-04-07,TikTok Ads,Display,E-commerce,Germany,41232,1859,1970.54,126,22069.99
2024-04-08,Google Ads,Video,E-commerce,USA,198555,13104,32235.84,336,58794.32
2024-04-08,Google Ads,Search,Healthcare,Canada,114028,3112,4232.32,120,10393.96
2024-04-08,Google Ads,Shopping,Fintech,USA,90945,3637,10983.74,145,21488.5
2024-04-08,Google Ads,Shopping,SaaS,India,153750,4920,14661.6,117,30000.6
2024-04-09,Google Ads,Display,Healthcare,Australia,198824,9046,32656.06,407,71482.19
2024-04-09,Google Ads,Video,Fintech,UAE,196510,10316,20632.0,282,66245.27
2024-04-09,Meta Ads,Shopping,Fintech,UAE,69102,1354,2179.94,89,14410.72
2024-04-09,TikTok Ads,Display,Fintech,India,48898,3193,2841.77,179,27594.33
2024-04-10,Google Ads,Search,E-commerce,USA,166687,11384,8310.32,899,139644.2
2024-04-10,Meta Ads,Display,SaaS,India,36411,873,1772.19,47,13565.96
2024-04-10,Meta Ads,Search,Fintech,USA,10108,320,163.2,8,624.2
2024-04-11,Google Ads,Search,Fintech,Germany,68449,3285,7818.3,243,60681.21
2024-04-11,TikTok Ads,Video,SaaS,Germany,195026,9653,17664.99,371,94022.57
2024-04-11,TikTok Ads,Search,SaaS,USA,136940,4683,3231.27,137,12153.39
2024-04-11,TikTok Ads,Video,E-commerce,Germany,38799,1303,429.99,51,4095.81
2024-04-11,Google Ads,Display,Healthcare,Canada,17578,330,1013.1,20,3553.78
2024-04-11,Meta Ads,Video,Fintech,USA,5209,198,138.6,3,490.6
2024-04-11,TikTok Ads,Search,Fintech,UAE,132294,7527,6774.3,262,50030.33
2024-04-12,Meta Ads,Shopping,E-commerce,UK,132343,3507,3997.98,238,17184.94
2024-04-12,Google Ads,Search,Fintech,UK,102677,3131,11490.77,79,13056.26
2024-04-12,Google Ads,Search,Healthcare,UAE,57632,1256,2198.0,20,1647.61
2024-04-12,Meta Ads,Search,Healthcare,Australia,73083,3040,1824.0,203,29701.35
2024-04-12,TikTok Ads,Shopping,SaaS,UAE,152322,13678,5607.98,813,103237.84
2024-04-13,TikTok Ads,Video,EdTech,UK,79965,3070,3131.4,237,65306.0
2024-04-13,TikTok Ads,Shopping,Healthcare,Australia,107476,4707,8001.9,293,72605.27
2024-04-13,Google Ads,Video,EdTech,Australia,192135,10663,18980.14,741,213823.36
2024-04-13,Google Ads,Shopping,SaaS,Canada,165104,7958,24590.22,105,29946.1
2024-04-13,Meta Ads,Video,E-commerce,Australia,126103,4300,4687.0,313,18027.88
2024-04-13,TikTok Ads,Shopping,EdTech,USA,176030,13079,19749.29,200,41247.07
2024-04-14,TikTok Ads,Search,EdTech,Canada,98348,3225,4095.75,59,2846.94
2024-04-14,Meta Ads,Display,Fintech,Australia,53128,1678,2533.78,66,19225.18
2024-04-14,Meta Ads,Video,EdTech,USA,33549,1224,930.24,89,26101.34
2024-04-14,Google Ads,Shopping,E-commerce,India,9791,519,2050.05,40,2255.24
2024-04-14,TikTok Ads,Search,E-commerce,UK,88115,5383,3660.44,121,28357.39
2024-04-14,TikTok Ads,Video,Healthcare,USA,118687,10586,7939.5,635,88046.75
2024-04-14,Google Ads,Search,E-commerce,Australia,191372,11711,29043.28,335,75028.42
2024-04-14,Meta Ads,Search,E-commerce,India,133260,2611,5430.88,108,16755.51
2024-04-15,Google Ads,Display,SaaS,Australia,14078,763,1724.38,57,16289.72
2024-04-15,Google Ads,Display,SaaS,India,12896,535,524.3,20,2475.65
2024-04-15,Meta Ads,Shopping,Healthcare,UK,106505,1022,1839.6,27,2467.18
2024-04-15,Google Ads,Video,E-commerce,Canada,33807,807,1638.21,25,5072.77
2024-04-15,Meta Ads,Video,SaaS,India,28359,612,459.0,30,6591.07
2024-04-15,Google Ads,Video,Fintech,India,57328,2161,3306.33,99,17903.97
2024-04-15,Google Ads,Video,Fintech,UK,99447,5917,6212.85,195,28481.71
2024-04-16,Google Ads,Search,Healthcare,Australia,36831,1572,5423.4,48,4165.73
2024-04-16,Google Ads,Display,EdTech,UAE,103066,2380,5926.2,121,20395.26
2024-04-16,Meta Ads,Shopping,E-commerce,Canada,119053,4000,4040.0,152,25959.16
2024-04-16,Meta Ads,Video,E-commerce,UAE,113987,3579,2720.04,229,31787.48
2024-04-16,Meta Ads,Display,Fintech,Germany,179504,5026,5578.86,203,10121.88
2024-04-16,Google Ads,Search,Healthcare,Germany,145284,8121,21601.86,503,135453.16
2024-04-16,Google Ads,Search,Fintech,Germany,187831,7306,10009.22,321,91963.37
2024-04-17,Meta Ads,Display,EdTech,Germany,30939,937,552.83,63,16531.03
2024-04-17,Google Ads,Display,E-commerce,UAE,115017,2771,7093.76,95,22528.38
2024-04-17,TikTok Ads,Display,SaaS,Germany,146842,10646,13094.58,615,113988.39
2024-04-17,TikTok Ads,Shopping,Healthcare,Australia,125654,8318,4824.44,566,117035.13
2024-04-17,TikTok Ads,Shopping,EdTech,Australia,100028,7402,5403.46,100,7280.48
2024-04-17,Google Ads,Video,Healthcare,UK,105804,3110,3016.7,200,49067.29
2024-04-17,Google Ads,Display,E-commerce,Germany,177420,7646,18503.32,478,110744.54
2024-04-17,Meta Ads,Shopping,SaaS,India,30618,719,913.13,40,6289.61
2024-04-18,Meta Ads,Shopping,E-commerce,Germany,112692,2096,4757.92,89,16587.58
2024-04-18,TikTok Ads,Video,Fintech,India,188844,12860,12602.8,892,133607.64
2024-04-18,TikTok Ads,Search,Healthcare,Australia,41558,1757,2125.97,72,18414.15
2024-04-18,TikTok Ads,Search,Fintech,Canada,6067,201,126.63,12,2449.28
2024-04-18,Meta Ads,Shopping,E-commerce,UK,78480,1389,2347.41,19,2972.32
2024-04-18,Meta Ads,Search,SaaS,Australia,33082,340,632.4,9,2116.06
2024-04-18,Google Ads,Search,E-commerce,Germany,13484,382,511.88,23,1623.76
2024-04-19,TikTok Ads,Display,E-commerce,Canada,20282,1740,2175.0,94,14237.0
2024-04-19,Meta Ads,Shopping,Healthcare,UK,92091,3342,4946.16,145,37976.42
2024-04-20,TikTok Ads,Display,Healthcare,Australia,111399,4155,5069.1,176,18559.1
2024-04-20,TikTok Ads,Shopping,E-commerce,UAE,103730,4335,6415.8,104,27379.91
2024-04-20,Google Ads,Display,Fintech,India,157832,4072,9691.36,124,34560.39
2024-04-20,Meta Ads,Display,SaaS,UK,13100,186,279.0,10,1347.41
2024-04-20,TikTok Ads,Shopping,EdTech,UAE,141268,7402,9178.48,335,31326.97
2024-04-21,TikTok Ads,Display,SaaS,Germany,27936,1402,1850.64,99,26865.9
2024-04-21,Google Ads,Video,EdTech,USA,193405,7852,7537.92,459,79715.61
2024-04-21,Meta Ads,Search,E-commerce,UAE,43062,1322,925.4,23,2104.08
2024-04-22,Meta Ads,Video,E-commerce,UAE,98264,3144,4904.64,129,23127.27
2024-04-22,TikTok Ads,Shopping,EdTech,Canada,37711,2111,1435.48,92,13898.86
2024-04-22,Google Ads,Search,E-commerce,Germany,107364,4895,12971.75,200,42108.23
2024-04-22,Google Ads,Video,Healthcare,Canada,164504,3322,6876.54,96,10570.76
2024-04-22,Google Ads,Search,SaaS,Germany,160525,6003,10025.01,106,12306.27
2024-04-22,TikTok Ads,Shopping,EdTech,USA,35932,1440,1310.4,68,16668.75
2024-04-22,TikTok Ads,Shopping,EdTech,Canada,186006,9002,13683.04,266,31194.26
2024-04-24,Google Ads,Display,E-commerce,Canada,129121,4893,12526.08,137,7241.16
2024-04-24,Google Ads,Shopping,EdTech,Australia,75649,1792,4981.76,110,12588.99
2024-04-24,Meta Ads,Video,Fintech,India,138528,3698,8394.46,264,34788.99
2024-04-24,Meta Ads,Display,Fintech,USA,68989,2952,5284.08,169,14776.11
2024-04-25,Meta Ads,Display,EdTech,UAE,6074,128,193.28,5,1253.71
2024-04-25,Google Ads,Search,SaaS,Australia,32898,1743,2039.31,130,31968.71
2024-04-25,Meta Ads,Display,E-commerce,Australia,144895,2158,4143.36,151,25541.81
2024-04-26,Meta Ads,Search,Fintech,USA,165371,2993,4519.43,32,8918.68
2024-04-26,Google Ads,Video,SaaS,USA,86560,5323,4843.93,94,8283.62
2024-04-26,Google Ads,Video,Healthcare,UK,140091,7242,18249.84,347,24525.17
2024-04-26,TikTok Ads,Search,SaaS,Germany,42575,2188,3938.4,63,13519.27
2024-04-26,Meta Ads,Search,E-commerce,Germany,26845,528,1098.24,11,1590.52
2024-04-27,Google Ads,Shopping,Healthcare,India,69323,2169,4750.11,94,16337.12
2024-04-27,Meta Ads,Shopping,Fintech,Australia,88986,1308,981.0,80,21439.34
2024-04-27,Google Ads,Shopping,EdTech,UAE,182926,6749,13093.06,343,53279.93
2024-04-27,Meta Ads,Video,EdTech,UAE,173001,3477,3303.15,51,11186.61
2024-04-27,TikTok Ads,Video,Healthcare,Australia,89944,2644,819.64,80,12715.09
2024-04-28,Meta Ads,Shopping,EdTech,Canada,17720,287,404.67,4,597.18
2024-04-28,TikTok Ads,Video,EdTech,India,110940,6512,9181.92,108,14612.87
2024-04-28,Google Ads,Shopping,EdTech,India,81830,4091,5931.95,49,7206.83
2024-04-28,Meta Ads,Display,SaaS,UAE,26159,782,1180.82,52,8689.29
2024-04-28,Meta Ads,Video,EdTech,Germany,181026,2769,2935.14,155,18246.01
2024-04-28,Google Ads,Display,Healthcare,UAE,135171,5231,9311.18,149,19918.92
2024-04-29,TikTok Ads,Search,SaaS,India,72642,3014,3496.24,59,15070.44
2024-04-29,Meta Ads,Shopping,Fintech,UK,26751,489,943.77,8,791.56
2024-04-29,Meta Ads,Display,Fintech,Australia,12610,197,130.02,11,2637.16
2024-04-29,Meta Ads,Search,Healthcare,USA,77746,2861,2975.44,82,21523.93
2024-04-29,Meta Ads,Video,SaaS,Australia,59160,958,958.0,35,7848.99
2024-04-29,Google Ads,Search,Healthcare,Canada,59418,1996,3293.4,80,3528.5
2024-04-29,Google Ads,Display,EdTech,Australia,72474,4022,12508.42,142,38937.53
2024-04-29,Meta Ads,Search,Healthcare,UAE,80589,1160,1102.0,75,21781.43
2024-04-30,Google Ads,Display,SaaS,India,114599,2028,4928.04,29,5366.72
2024-04-30,Google Ads,Shopping,Fintech,India,72902,4942,16308.6,323,33499.38
2024-04-30,Google Ads,Shopping,Healthcare,UAE,155018,9146,27072.16,495,33297.83
2024-05-01,Google Ads,Display,E-commerce,UAE,129447,4310,11637.0,211,16618.47
